region,year,manufacturer,model,price,mileage,transmission
los angeles,2004,chevrolet,tahoe,7400,135000,automatic
new york city,2017,bmw,430i,21995,57283,automatic
los angeles,2012,toyota,prius v,14490,31321,automatic
los angeles,2017,jeep,wrangler unlimited,37988,52726,automatic
los angeles,2010,jeep,wrangler unlimited,21990,91885,automatic
los angeles,2009,subaru,outback 2.5i special edit,6995,126670,automatic
los angeles,2014,honda,odyssey,16990,56776,automatic
los angeles,2013,audi,a4,13490,58697,automatic
los angeles,2016,dodge,charger,23999,46312,automatic
los angeles,2018,jeep,wrangler jk unlimited spor,39995,25509,automatic
los angeles,2004,lexus,gx 470,13490,127759,automatic
los angeles,2015,jeep,wrangler,26490,24557,automatic
los angeles,2017,dodge,charger,38990,45834,automatic
los angeles,2018,bmw,x5 sdrive35i,36995,23500,automatic
los angeles,2005,pontiac,gto,20990,35578,automatic
los angeles,2016,ford,mustang,28490,18897,automatic
los angeles,2012,bmw,x5 xdrive35d,14990,81838,automatic
los angeles,2015,lexus,nx 200t,23490,47277,automatic
los angeles,2014,chevrolet,suburban,24490,68319,automatic
los angeles,2005,audi,a4,2000,150000,automatic
los angeles,2014,fiat,500c,10990,42331,manual
los angeles,2013,mercedes-benz,s 550,26990,50879,automatic
los angeles,2013,ford,escape,9255,105209,automatic
los angeles,2019,mitsubishi,outlander sport sp,13999,31663,automatic
los angeles,2015,bmw,3 series 328i,10999,99881,manual
los angeles,2013,audi,allroad,16990,66694,automatic
los angeles,2013,tesla,model s,27990,71636,automatic
los angeles,2016,lexus,rx 450h,27990,60091,automatic
los angeles,2017,bmw,m240i,34990,24459,manual
los angeles,2007,mercedes-benz,gl450,10490,84772,automatic
los angeles,2016,dodge,dart,11749,7463,automatic
los angeles,2014,bmw,x5 sdrive35i,21999,69912,automatic
new york city,2017,honda,cr-v,20995,22844,automatic
los angeles,2015,toyota,highlander,18699,71058,automatic
new york city,1976,cadillac,eldorado,32500,67343,automatic
los angeles,2014,honda,accord,12499,102360,automatic
los angeles,2016,buick,verano,8995,116580,automatic
los angeles,2016,dodge,journey,11987,82639,automatic
los angeles,2017,toyota,prius prime,18898,34059,automatic
los angeles,2009,chevrolet,cobalt,3500,100826,automatic
los angeles,2003,mercedes-benz,sl-class,15712,58430,automatic
los angeles,2014,infiniti,q50,17595,77112,automatic
los angeles,2012,toyota,prius,7598,145059,automatic
los angeles,2016,chevrolet,silverado 1500 4x4 ba,34995,85187,automatic
los angeles,2020,volvo,v60 t5,623,2537,automatic
los angeles,2017,kia,niro,17480,24244,automatic
new york city,2017,honda,pilot,27995,40794,automatic
los angeles,2017,acura,mdx,29395,37727,automatic
los angeles,2016,jeep,renegade,15459,28379,automatic
los angeles,2016,audi,a3,15595,64551,automatic
los angeles,2015,chevrolet,sonic,9745,22555,automatic
los angeles,2012,nissan,rogue,10500,40000,automatic
los angeles,2016,dodge,charger,19487,58430,automatic
new york city,2020,dodge,durango,35995,22751,automatic
new york city,2017,honda,pilot,24995,36792,automatic
los angeles,2016,mazda,cx-5,13985,81268,automatic
los angeles,2017,toyota,tacoma trd offroad,30995,49010,automatic
new york city,2012,mazda,mazda5,3549,195313,automatic
new york city,2000,chevrolet,tahoe,3999,184740,automatic
los angeles,2011,audi,a8,12999,113974,automatic
new york city,2014,toyota,corolla,9900,75000,automatic
los angeles,2008,jeep,wrangler rubicon,16950,139000,automatic
los angeles,2018,honda,civic,18987,19888,automatic
los angeles,2011,bmw,5 series,13991,67259,automatic
los angeles,2013,jeep,compass,7998,115928,automatic
los angeles,2016,nissan,370z 370z roadster,22495,71154,automatic
new york city,2014,ford,fusion,5900,109000,automatic
new york city,2003,toyota,camry,3700,143000,automatic
new york city,2012,dodge,grand caravan,4500,149,automatic
new york city,2017,mercedes-benz,e-class,369,57799,automatic
new york city,2013,hyundai,sonata,5700,145000,automatic
los angeles,2017,ford,explorer,24995,33347,automatic
los angeles,2018,honda,civic,14495,48051,automatic
los angeles,2015,bmw,3 series,16495,51125,automatic
los angeles,2014,bmw,750li / alpina b7,22900,79782,automatic
new york city,2017,bmw,320i,269,24939,automatic
new york city,2017,hyundai,santa fe sport,19995,20377,automatic
new york city,2008,jeep,wrangler,8700,190000,manual
new york city,2017,mercedes-benz,gls-class,33995,68311,automatic
new york city,2014,chevrolet,sonic,3900,107000,manual
new york city,2015,honda,accord exl v6,8800,171000,automatic
los angeles,2018,subaru,crosstrek,24995,11409,automatic
los angeles,2016,lincoln,navigator l,21995,122508,automatic
new york city,2010,dodge,grand caravan,3200,60000,automatic
los angeles,2014,bmw,320i,13995,65300,automatic
los angeles,2007,mitsubishi,outlander,3500,212000,automatic
new york city,2017,bmw,430i,21995,57283,automatic
los angeles,2015,dodge,charger,14995,92914,automatic
new york city,2017,hyundai,tucson,17995,39312,automatic
los angeles,2017,kia,niro,15886,34095,automatic
los angeles,2009,jeep,wrangler,17998,82663,automatic
new york city,2012,nissan,rogue sv,6800,114,automatic
los angeles,2015,nissan,rogue sport,7900,68497,automatic
new york city,2014,honda,odyssey,13000,110000,automatic
new york city,2000,nissan,altima,1200,240000,automatic
los angeles,2016,volkswagen,tiguan,13489,76259,automatic
los angeles,2015,acura,tlx,16999,51419,automatic
new york city,2004,audi,a6,2500,167000,automatic
new york city,2018,infiniti,q50,26995,44039,automatic
los angeles,2014,bmw,740i,18499,88212,automatic
los angeles,2016,hyundai,veloster,9730,78662,automatic
los angeles,2017,bmw,3 series,22249,25109,automatic
los angeles,2015,mini,hardtop 4 door,11987,55602,automatic
los angeles,2003,chevrolet,silverado 2500hd,1000,146384,automatic
los angeles,2016,lexus,rx 350,28592,29107,automatic
los angeles,2016,toyota,rav4,20695,11339,automatic
new york city,2017,mercedes-benz,e-class,369,57799,automatic
los angeles,2013,toyota,prius,6000,222,automatic
los angeles,2016,bmw,3 series,16591,60117,automatic
los angeles,2005,toyota,4runner,8400,179000,automatic
new york city,2017,infiniti,q50,24995,28961,automatic
los angeles,2017,ford,fusion,14000,19630,automatic
new york city,2014,nissan,sentra,6900,54600,automatic
new york city,2008,lexus,rx400h,6500,133000,automatic
los angeles,2017,lexus,rx 350,31495,27241,automatic
los angeles,2016,toyota,prius,17595,38150,automatic
los angeles,2013,mini,cooper hardtop,8995,88580,automatic
los angeles,2015,hyundai,veloster,7995,125966,automatic
los angeles,2013,mini,cooper hardtop,8995,88580,automatic
los angeles,2017,rover,discovery sport,29459,23203,automatic
new york city,2017,infiniti,qx60,24995,58381,automatic
los angeles,2016,honda,accord lx,14900,47000,automatic
los angeles,2017,cadillac,xt5,20597,54902,automatic
los angeles,2018,toyota,sienna,26699,38171,automatic
new york city,2005,audi,a6 quattro premium plus,3000,192000,automatic
los angeles,2018,ram,1500,19000,26000,automatic
los angeles,2017,rover,discovery sport,27895,10292,automatic
los angeles,2007,toyota,sienna le mvan,3680,230000,automatic
los angeles,2017,toyota,sienna,19985,49979,automatic
new york city,2009,ford,fusion,3900,129000,automatic
los angeles,2004,honda,odyssey,1500,176200,automatic
new york city,2011,honda,pilot,9900,156000,automatic
los angeles,2017,ram,1500,18000,31000,automatic
los angeles,2016,nissan,rogue sv suv,15900,16000,automatic
los angeles,2000,chevrolet,tahoe,2000,230000,automatic
los angeles,2018,lexus,nx 300,27995,34076,automatic
los angeles,2012,toyota,corolla le,3800,152219,automatic
los angeles,2017,toyota,prius prime,19748,39154,automatic
new york city,2017,jaguar,xe,19995,41370,automatic
los angeles,1998,jeep,wrangler,10950,135000,manual
los angeles,2017,toyota,sienna,19245,68824,automatic
new york city,2013,chevrolet,traverse,9500,141000,automatic
los angeles,2004,honda,civic hybrid,2999,143609,automatic
los angeles,1998,toyota,camry se-4dr sedan,3000,193390,automatic
los angeles,2017,rover,evoque,29459,19511,automatic
los angeles,2010,toyota,prius,6995,154960,automatic
new york city,2014,chevrolet,spark,3900,109000,manual
new york city,2010,chevrolet,colorado regular cab,5995,49529,automatic
new york city,2017,jaguar,xf,28995,34002,automatic
los angeles,2017,toyota,rav4,21988,40356,automatic
los angeles,2017,rover,evoque,27595,58554,automatic
new york city,2009,volvo,xc 90 3.2 awd,7499,102000,automatic
new york city,2018,mercedes-benz,cla 250,249,32151,automatic
los angeles,2005,cadillac,deville,2050,120,automatic
los angeles,2014,chevrolet,sonic lt,4000,83538,automatic
los angeles,2017,mazda,cx-5,15985,49686,automatic
new york city,2012,chevrolet,express 2500 cargo,14000,38046,automatic
new york city,2008,volvo,xc 90,3500,197000,automatic
los angeles,2016,honda,hr-v,16952,27383,automatic
los angeles,2017,gmc,yukon,34295,45230,automatic
los angeles,2008,ford,f-150,12500,112457,automatic
new york city,2017,bmw,x1,22087,40897,automatic
los angeles,2001,chevrolet,3500,6000,94047,automatic
new york city,2010,toyota,highlander,9800,153000,automatic
los angeles,2017,toyota,tacoma trd off-road,29500,30000,automatic
new york city,2013,mini,cooper,7000,136000,automatic
los angeles,2013,ford,escape,9990,90000,automatic
los angeles,2017,nissan,rogue sport,13995,39343,automatic
new york city,2018,jeep,grand cherokee,29995,41506,automatic
new york city,2014,toyota,tacoma,17500,153000,automatic
new york city,2000,honda,prelude,1500,143000,automatic
los angeles,2008,toyota,prius,5995,182188,automatic
los angeles,2015,ford,e350 cargo van,21900,77308,automatic
los angeles,2015,jeep,grand cherokee,23956,45512,automatic
los angeles,2017,bmw,x3,26900,52945,automatic
los angeles,2017,bmw,x3,23985,32405,automatic
los angeles,2007,toyota,camry le 4dr sedan,6950,62437,automatic
los angeles,2015,ford,e350 super duty,21900,77308,automatic
los angeles,2015,ford,e350 super duty,21900,77308,automatic
los angeles,2015,hyundai,genesis,17888,65425,automatic
los angeles,2014,audi,a4 premium plus,15900,64870,automatic
los angeles,2017,bmw,3 series,23695,25930,automatic
los angeles,2013,toyota,prius three,7995,145642,automatic
new york city,2017,jeep,grand cherokee,29995,34103,automatic
los angeles,2010,toyota,prius two,6195,161509,automatic
los angeles,2013,honda,civic,11751,73893,automatic
los angeles,2015,nissan,sentra s,7995,79970,manual
los angeles,2011,ford,fusion,10450,40733,automatic
los angeles,2005,toyota,corolla ce,5795,102903,automatic
los angeles,2015,mercedes-benz,glk,22991,53887,automatic
los angeles,2003,mercedes-benz,benz e320,2000,194,automatic
los angeles,2009,toyota,yaris,5195,138571,automatic
new york city,2013,dodge,charger,7200,159,automatic
los angeles,2008,volvo,s40 2.4i,3700,156000,automatic
los angeles,2017,mercedes-benz,c-class,25995,31102,automatic
los angeles,2017,bmw,3 series,22898,36391,automatic
los angeles,2013,volkswagen,jetta,7794,102073,automatic
new york city,2014,dodge,caravan,4900,174000,automatic
los angeles,2017,bmw,3 series,25900,22274,automatic
los angeles,2014,ford,fusion hybrid,7495,105084,automatic
los angeles,2005,nissan,altama,3500,153000,automatic
los angeles,2012,chevrolet,sonic,5995,84548,automatic
los angeles,2003,ford,ranger edge,7200,123800,automatic
los angeles,2009,volkswagen,jetta,5795,91977,automatic
los angeles,2007,volkswagen,eos komfort,5500,165199,automatic
los angeles,2014,nissan,juke,9454,93125,manual
los angeles,2017,honda,civic ex-t,18995,25647,automatic
los angeles,2017,ford,fusion,14495,24086,automatic
los angeles,2016,toyota,camry,15550,71072,automatic
los angeles,2018,toyota,corolla,15495,46574,automatic
los angeles,2018,ford,escape,17495,41168,automatic
los angeles,2015,chevrolet,spark,6295,89061,manual
los angeles,2017,ram,1500 4x4,33995,45000,automatic
los angeles,2013,chevrolet,spark,5995,94879,automatic
new york city,2018,mazda,cx-9,24995,26896,automatic
los angeles,2011,audi,a4 premium plus,8995,99793,automatic
los angeles,2015,nissan,versa note sv,7495,72927,automatic
los angeles,2014,lexus,is 250,16995,92665,automatic
new york city,2000,mercedes-benz,benz cl500,5500,60000,automatic
new york city,2008,honda,civic,350,100000,automatic
los angeles,2013,lexus,es 300h,18780,70066,automatic
new york city,2017,bmw,320i,269,24939,automatic
los angeles,2001,toyota,camry,600,280000,automatic
los angeles,2016,jeep,cherokee,16995,36777,automatic
new york city,2017,lexus,is,339,59900,automatic
los angeles,2015,ford,focus,6974,131175,automatic
los angeles,2002,toyota,camry xle,2999,200000,automatic
new york city,2017,mazda,cx-3,18995,31619,automatic
new york city,2001,mercedes-benz,benz clk 430,5500,113900,automatic
los angeles,2015,ford,mustang,26995,48526,automatic
los angeles,2017,hyundai,elantra se sedan 4d,9000,60000,automatic
los angeles,2013,porsche,boxster s,34000,30175,automatic
new york city,2009,volvo,s40,4549,135338,automatic
los angeles,2016,mercedes-benz,benz c300 4matic,18999,53000,automatic
los angeles,2015,ford,f-150,17992,111545,automatic
new york city,2017,mazda,cx-9,24995,63264,automatic
new york city,2005,ford,explorer xlt,3950,115000,automatic
los angeles,2004,toyota,rav4,4250,162019,automatic
los angeles,2016,volkswagen,tiguan,12995,57428,automatic
los angeles,2004,chevrolet,silverado 2500,11998,127428,automatic
los angeles,2015,jeep,cherokee t5 premier,13214,100327,automatic
new york city,2007,gmc,t7500,18500,246000,automatic
los angeles,2016,nissan,rogue,10488,78380,automatic
new york city,2017,mercedes-benz,c-class,27995,39898,automatic
los angeles,2001,ford,f-250,19500,173000,automatic
los angeles,2015,hyundai,veloster,7995,125966,automatic
los angeles,2017,ford,escape,15695,30359,automatic
new york city,2004,chevrolet,suburban lt 4x4,6850,106000,automatic
los angeles,2006,honda,accord,3800,210000,automatic
new york city,2017,mercedes-benz,c-class,26995,39553,automatic
new york city,2006,nissan,pathfinder se,5000,133245,automatic
new york city,2004,lincoln,navigator,2950,190000,automatic
los angeles,2017,ford,f-150,33490,22598,automatic
new york city,2007,gmc,w4500,9900,253000,automatic
los angeles,2018,ford,explorer,22900,23871,automatic
los angeles,2011,dodge,charger,11995,121611,automatic
los angeles,2010,lexus,rx,13999,118788,automatic
los angeles,1989,buick,century,2500,53888,automatic
los angeles,2015,dodge,dart,5995,151625,automatic
los angeles,2015,honda,civic,15995,93950,manual
los angeles,2003,gmc,sierra,12995,163307,automatic
los angeles,2017,ford,focus,10459,48461,automatic
los angeles,2003,lexus,is 300,4300,144000,automatic
los angeles,2006,lexus,ls 430,11495,122362,automatic
new york city,2017,mercedes-benz,c-class,25995,40432,automatic
new york city,2008,bmw,328 x,5650,140331,automatic
los angeles,2017,ford,explorer,26998,20984,automatic
los angeles,2004,ford,taurus,2000,113000,automatic
los angeles,2017,chevrolet,camaro,28497,56589,automatic
new york city,2017,mercedes-benz,c-class,29995,37687,automatic
los angeles,2017,honda,pilot,22995,36649,automatic
los angeles,2012,infiniti,g37,14999,60876,automatic
new york city,2015,hyundai,sonata,7000,120000,automatic
los angeles,2012,honda,cr-v,12900,105306,automatic
los angeles,2017,hyundai,sonata,11995,78399,automatic
new york city,2017,mercedes-benz,e-class,34995,43355,automatic
los angeles,2016,hyundai,sonata,13400,59379,automatic
new york city,2006,chevrolet,trailblazer,2850,227000,automatic
los angeles,2017,lincoln,mkc,19499,35003,automatic
los angeles,2013,chevrolet,captiva sport,7950,120002,automatic
los angeles,2000,lexus,es300,5750,138503,automatic
los angeles,2006,porsche,911 carrera s cabriolet,35000,58000,manual
los angeles,2017,jeep,grand cherokee,18800,88133,automatic
los angeles,2006,honda,element,4300,130200,manual
new york city,2017,mercedes-benz,e-class,31995,40413,automatic
los angeles,2017,bmw,4 series,23480,56145,automatic
new york city,2017,mercedes-benz,s 550,499,40358,automatic
los angeles,2016,bmw,i3 / rex / harmon cardon,17995,27000,automatic
los angeles,2005,nissan,altima 2.5 s,5750,120004,automatic
new york city,2017,lexus,is,339,59900,automatic
los angeles,2017,bmw,3 series,21975,42163,automatic
los angeles,2005,mitsubishi,lancer,3200,103936,automatic
los angeles,2020,aston-martin,martin vantage,159888,1100,automatic
new york city,2017,mercedes-benz,e-class,28995,48713,automatic
los angeles,2017,hyundai,sonata,14181,57615,automatic
new york city,2015,chevrolet,equinox ltz,13700,19400,automatic
los angeles,2017,hyundai,tucson,16995,24834,automatic
los angeles,2017,hyundai,sonata hybrid,17995,20094,automatic
los angeles,2006,rover,lr3,12800,134900,automatic
los angeles,1995,bmw,318ti,3995,176600,automatic
los angeles,2012,chevrolet,equinox,7995,118222,automatic
los angeles,2017,chevrolet,silverado 1500,28600,96396,automatic
los angeles,2020,gmc,denali,84888,8300,automatic
new york city,2018,honda,civic lx,13900,12000,automatic
new york city,2017,mercedes-benz,gle,31995,32915,automatic
los angeles,1965,ford,mustang,109888,8500,manual
los angeles,2016,bmw,m4,39999,61586,automatic
new york city,2018,bmw,x6,599,26516,automatic
los angeles,2014,bmw,528i,14995,116698,automatic
los angeles,2001,ford,f-350 super duty,13000,221000,automatic
los angeles,2010,mercedes-benz,gl-class,10995,155710,automatic
los angeles,2017,toyota,tacoma,25952,75706,automatic
los angeles,2015,bmw,328i,11999,92269,automatic
los angeles,2019,toyota,tacoma 4x4,42888,17000,automatic
los angeles,1997,porsche,911,64500,100000,manual
los angeles,2018,lexus,gs 350,35900,12172,automatic
los angeles,2017,ford,explorer,26390,31210,automatic
los angeles,2017,bmw,m3 sedan,57888,9900,manual
los angeles,2018,infiniti,q50,21900,28477,automatic
new york city,2010,cadillac,escalade,17500,93000,automatic
los angeles,2017,bmw,3-series,23900,36296,manual
new york city,2017,mercedes-benz,gle,32995,53385,automatic
new york city,2008,mazda,cx-7,6300,108000,automatic
los angeles,2015,toyota,sienna le,16800,88195,automatic
los angeles,2011,audi,r8 coupe,88888,17000,manual
new york city,2017,lexus,is,339,59900,automatic
los angeles,2013,mini,cooper hardtop,8995,88580,automatic
new york city,2017,bmw,x6,539,38234,automatic
los angeles,2017,bmw,m4,46998,28287,automatic
los angeles,2015,hyundai,veloster,7995,125966,automatic
los angeles,2016,bmw,m3,40998,59026,automatic
los angeles,2018,bmw,430i,23497,52382,automatic
los angeles,2017,volkswagen,gli,18995,27464,automatic
los angeles,2017,ford,edge,19999,34100,automatic
los angeles,2017,bmw,330i sedan manual,23900,36296,manual
los angeles,2017,toyota,camry se,14900,44868,automatic
los angeles,1987,volkswagen,cabriolet,6000,148283,manual
los angeles,2016,subaru,legacy,14000,93155,automatic
los angeles,2017,toyota,rav4 le,18742,22539,automatic
los angeles,2015,honda,civic,10774,50787,automatic
los angeles,2002,buick,rendezvous,3800,168980,automatic
los angeles,2008,acura,tl,7000,110000,automatic
los angeles,2019,toyota,corolla se,17995,27648,automatic
los angeles,2017,bmw,3 series,21890,42659,automatic
los angeles,2017,volkswagen,jetta s,11995,29346,automatic
los angeles,2017,cadillac,cts,21600,74776,automatic
new york city,2017,mercedes-benz,gle,34995,49322,automatic
los angeles,2017,volkswagen,jetta se,13784,33406,automatic
new york city,2004,ford,e350,6000,186000,automatic
new york city,2003,nissan,frontier,6999,97716,manual
new york city,2004,bmw,545i,6450,122000,automatic
los angeles,2018,bmw,3 series,30500,63127,automatic
los angeles,2016,volkswagen,e-golf,13995,25945,other
los angeles,2016,kia,forte,9773,29574,automatic
los angeles,2016,toyota,prius three,14995,48261,automatic
new york city,2017,mercedes-benz,gls,37995,51050,automatic
new york city,2008,chevrolet,impala,4000,108874,automatic
los angeles,2018,honda,accord touring 2.0t,26999,22242,automatic
new york city,2020,nissan,altima,17499,34392,automatic
los angeles,2007,toyota,sequoia,8200,170000,automatic
los angeles,2017,toyota,corolla le,14997,28000,automatic
los angeles,2017,volkswagen,jetta se,13988,30636,automatic
los angeles,2015,bmw,428i w/sulev,23000,46700,automatic
new york city,2004,ford,explorer sport trac,3549,174774,automatic
los angeles,2016,audi,q3,24990,43603,automatic
los angeles,2010,toyota,prius,9991,109548,automatic
los angeles,2019,volkswagen,jetta s,14812,37864,automatic
new york city,2017,mercedes-benz,s-class,49995,50195,automatic
new york city,2017,mercedes-benz,e-class,28599,48735,automatic
los angeles,2016,kia,optima,11550,75000,automatic
los angeles,2018,nissan,rogue,16191,54501,automatic
los angeles,2019,kia,stinger bad credit,26997,12000,automatic
los angeles,2005,acura,tsx,2500,105240,automatic
los angeles,2017,volkswagen,tiguan s,17961,30893,automatic
los angeles,2017,volkswagen,golf alltrack se,18995,30259,automatic
new york city,2016,mercedes-benz,amg gt,83995,13200,automatic
los angeles,2017,mercedes-benz,e-class,29000,39685,automatic
los angeles,2018,volkswagen,tiguan se,20893,23891,automatic
los angeles,2016,toyota,camry,12900,80,automatic
los angeles,2015,ford,cmax hybrid,11997,39000,automatic
los angeles,2008,rover,supercharged,7900,174994,automatic
los angeles,2004,toyota,camry,5999,184977,automatic
los angeles,2018,toyota,camry,19900,17565,automatic
new york city,2018,nissan,sentra,13995,40978,automatic
los angeles,2015,toyota,camry,13600,66646,automatic
new york city,2013,nissan,rogue sv,4995,120000,automatic
los angeles,2005,mercedes-benz,sl500,9500,123800,automatic
new york city,2020,dodge,durango,35995,22751,automatic
new york city,2017,nissan,altima,12995,25446,automatic
los angeles,2009,hyundai,accent gls,3500,136913,automatic
los angeles,2015,nissan,sentra s,6700,108715,automatic
new york city,2007,jeep,compass sport,3527,161900,automatic
los angeles,2019,chevrolet,silverado 2500hd,42971,66665,automatic
los angeles,2016,kia,forte,7797,75940,automatic
los angeles,2013,kia,rio sx,6400,113000,automatic
los angeles,2007,mercedes-benz,c230,4500,181000,automatic
los angeles,2003,honda,civic hybrid,3800,101607,automatic
los angeles,2012,honda,civic,8795,120208,automatic
los angeles,2011,mazda,6,6600,93872,automatic
new york city,2017,nissan,altima,12995,53430,automatic
los angeles,2017,ford,expedition el,20000,107890,automatic
new york city,2005,gmc,sierra 1500 4x4 pickup,7999,88000,automatic
los angeles,2006,lexus,rx400h,4300,180000,other
los angeles,2012,nissan,altima 2.5 s,5750,138794,automatic
new york city,2014,nissan,altima 2.5 s,7500,100000,automatic
new york city,2007,lexus,rx 350,7500,148700,automatic
los angeles,2014,chevrolet,spark,4800,116000,automatic
los angeles,2010,hyundai,elantra,4750,110305,automatic
los angeles,2017,volkswagen,golf alltrack,18900,30748,automatic
new york city,2017,nissan,rogue,17995,35550,automatic
los angeles,2004,volkswagen,new beetle coupe,4995,106877,manual
los angeles,2010,honda,insight,3995,174709,automatic
los angeles,2003,hyundai,santa fe,3995,182846,automatic
los angeles,2014,bmw,328i xdrive,21500,64000,automatic
los angeles,1991,jeep,wrangler,12995,174270,automatic
los angeles,2001,ford,crown victoria,3995,54740,automatic
los angeles,2004,dodge,durango,4995,116284,automatic
los angeles,2004,nissan,sentra,2795,212010,automatic
los angeles,2007,honda,civic hybrid,3685,181699,automatic
los angeles,1998,mercedes-benz,c class,2995,342655,automatic
los angeles,2015,infiniti,q50s sport awd,23500,50000,automatic
new york city,2017,bmw,x6,539,38234,automatic
los angeles,2006,nissan,sentra,3300,115465,automatic
new york city,2018,bmw,x6,599,26516,automatic
los angeles,2014,bmw,528i,14995,116698,automatic
los angeles,2008,infiniti,fx35,6995,153482,automatic
los angeles,2005,acura,rsx,5995,161974,automatic
los angeles,2014,bmw,528i,14995,116698,automatic
los angeles,2015,nissan,sentra svsedan,6998,94839,automatic
new york city,2017,nissan,rogue,19995,43175,automatic
los angeles,2005,gmc,envoy,4995,96392,automatic
new york city,2018,bmw,440i,399,48251,automatic
los angeles,2003,toyota,camry,3800,202382,automatic
los angeles,2013,buick,verano leather group,6399,37959,automatic
los angeles,1999,toyota,camry solara,3400,205298,automatic
los angeles,2007,nissan,murano,4995,151184,automatic
los angeles,2002,honda,cr-v,3995,207162,automatic
los angeles,2008,dodge,charger,5995,143772,automatic
new york city,2017,toyota,sienna,11800,137000,automatic
los angeles,2018,ram,5500,55000,63134,automatic
los angeles,2002,honda,civic,2995,204066,automatic
los angeles,2011,chevrolet,equinox,6995,133724,automatic
los angeles,2006,saturn,vue,3995,114117,automatic
los angeles,2012,ford,focus,5995,72060,automatic
los angeles,2006,bmw,x5,4995,126286,automatic
los angeles,2001,chrysler,pt cruiser,2995,73316,automatic
los angeles,2010,jeep,patriot,4995,149857,automatic
los angeles,2006,volkswagen,touareg,4995,92565,automatic
los angeles,2005,jeep,grand cherokee,4995,149768,automatic
los angeles,2015,gmc,sierra 1500,28374,33415,automatic
los angeles,2003,audi,a4,6495,106294,automatic
los angeles,2003,audi,a4,6495,106294,automatic
new york city,2014,jeep,wrangler,19800,148000,automatic
new york city,2017,mercedes-benz,e-class,28995,54165,automatic
new york city,2017,nissan,rogue,15995,51482,automatic
los angeles,2017,toyota,prius,17900,34232,automatic
new york city,2006,ford,e250 cargo van,2999,165321,automatic
new york city,2009,nissan,altima s,1201,67971,automatic
new york city,2016,ford,fiesta se,9500,53000,automatic
los angeles,2004,ford,expedition,3500,181000,automatic
new york city,2013,mazda,5,6300,84000,automatic
los angeles,2009,acura,tl,8300,121000,automatic
los angeles,2014,lexus,ct200h,14500,78005,automatic
new york city,2010,mitsubishi,fuso fm330,33000,161000,automatic
new york city,2017,nissan,rogue,17995,43945,automatic
new york city,2003,chrysler,town & country,12937,105000,automatic
new york city,2009,nissan,altima s,1201,67971,automatic
new york city,2017,nissan,rogue,17995,60147,automatic
los angeles,2010,audi,a4,7300,108000,automatic
los angeles,2016,audi,a7,35900,61265,automatic
new york city,2017,nissan,rogue,19995,37948,automatic
los angeles,2010,toyota,prius,5700,149000,automatic
los angeles,2018,volkswagen,passat se,17995,14580,automatic
los angeles,2016,dodge,grand caravan,12250,80731,automatic
new york city,2000,toyota,tacoma 4x4,6700,179000,automatic
los angeles,1997,nissan,quest van,1350,99000,automatic
los angeles,1995,mercedes-benz,e320 cabriolet,8800,240000,automatic
new york city,2017,nissan,rogue,16995,43257,automatic
los angeles,2018,toyota,camry,18500,51468,automatic
new york city,2017,kia,forte lx,8999,51000,automatic
new york city,2016,jeep,cherokee,12999,70150,automatic
new york city,2001,buick,park ave,2100,110000,automatic
los angeles,2017,toyota,prius,18750,22300,automatic
new york city,2012,nissan,rogue s,6999,81000,automatic
los angeles,2012,chevrolet,cruze lt,5900,78000,automatic
new york city,2015,infiniti,q40,12999,76048,automatic
los angeles,2016,ford,f-150,20000,138526,automatic
los angeles,2013,porsche,boxster,31995,65969,automatic
new york city,2017,audi,q7,26995,89936,automatic
los angeles,2016,chevrolet,malibu,14995,56053,automatic
los angeles,2012,honda,accord se,7000,143000,automatic
new york city,2009,jeep,compass,4999,66493,automatic
new york city,2017,nissan,rogue,16995,51682,automatic
new york city,2005,ford,e350,5500,252000,automatic
new york city,2009,nissan,altima s,1200,67971,automatic
los angeles,2018,volkswagen,jetta se sport,16922,8220,automatic
new york city,2015,nissan,altima,10995,72590,automatic
los angeles,2012,cadillac,escalade ext,22900,57900,automatic
new york city,2009,nissan,altima s,1200,67971,automatic
new york city,2013,nissan,altima 2.5 sv,8990,73651,automatic
los angeles,2014,mini,cooper countryman,9495,85290,automatic
los angeles,2012,honda,civic,8795,120208,automatic
los angeles,2016,toyota,prius c,14780,21715,automatic
new york city,2013,nissan,altima,10995,83682,automatic
new york city,2009,nissan,altima s,1200,67971,automatic
los angeles,2003,acura,3.2 tl,4000,134000,automatic
los angeles,2019,chevrolet,silverado 1500,35000,11889,automatic
los angeles,2018,volkswagen,atlas sel r line awd,32584,39846,automatic
new york city,2018,honda,civic sedan,11935,53764,automatic
los angeles,2012,volkswagen,jetta 2.5 se,8700,67519,automatic
los angeles,2012,nissan,altima s,6900,134738,automatic
los angeles,2017,bmw,x4,33500,52478,automatic
new york city,2017,bmw,x5,439,33907,automatic
new york city,2018,porsche,718 cayman,59995,11000,automatic
los angeles,2003,chrysler,town & country,12937,105000,automatic
los angeles,2002,toyota,camry,2800,200000,manual
new york city,2003,chevrolet,trailblazer ltz,5000,249000,automatic
los angeles,2011,mini,cooper hardtop,7995,93374,automatic
new york city,2000,toyota,avalon,1500,163,automatic
new york city,2006,toyota,tacoma,6500,143563,automatic
new york city,2008,bmw,328 x,5650,140331,automatic
new york city,2013,nissan,rogue,5750,129331,automatic
