,year,make,model,sub_model,city,state,mileage,price,exterior_color,interior_color,mpg_city,mpg_hwy,engine,transmission,drive_type,fuel_type,popular_feature,vehicle_history,cpo
304,2013,Lexus,['LS'],LS 460 AWD,Venice,CA,"104,573","$23,990",Black,Black,16,23,4.6L V-8 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Backup Camera', 'Moonroof', 'Navigation', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
305,2012,Honda,['Accord'],SE Sedan I4 Automatic,Venice,CA,"91,565","$10,990",Alabaster Silver Metallic,Black,23,34,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Premium Seat Material']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
306,2014,Toyota,['Camry'],2014 LE I4 Automatic,Venice,CA,"80,376","$11,590",Silver,Gray,25,35,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
307,2018,Cadillac,['ATS'],Luxury Sedan 2.0T RWD,Sherman Oaks,CA,"34,417","$20,975",Black Raven,Jet Black With Jet Black Accents,22,31,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
308,2015,Honda,['Civic'],EX Sedan CVT,Van Nuys,CA,"54,995","$12,495",Alabaster Silver Metallic,Beige,30,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Moonroof', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
309,2015,Toyota,['Camry'],XSE V6 Automatic,Marina Del Rey,CA,"46,574","$16,988",Tan,Unknown,21,31,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
310,2009,Acura,['TL'],FWD with Technology Package,Inglewood,CA,"86,770","$10,150",Silver,Ebony,18,26,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Backup Camera', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '4']",False
311,2011,Audi,['A4'],Premium Sedan 2.0T FrontTrak CVT,Santa Monica,CA,"105,861","$8,500",Meteor Gray Pearl,Unknown,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Moonroof', 'Premium Seat Material']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '4']",False
312,2018,Audi,['Q3'],Premium Plus quattro,Santa Monica,CA,"15,360","$27,393",Mythos Black Metallic,Black,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
313,2019,Toyota,['Tacoma'],TRD Off Road Double Cab 5' Bed V6 2WD Automatic,Venice,CA,"1,927","$30,590",White,Black,19,24,3.5L V-6 Gas,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
314,2017,Subaru,['Forester'],2.5i Limited CVT,Santa Monica,CA,"11,462","$22,118",Ice Silver Metallic,Gray,26,32,2.5L Flat-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Backup Camera', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Blind Spot System', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
315,1997,Jaguar,['XK8'],Convertible,Valley Village,CA,"63,000","$9,995",Sapphire Blue,Unknown,N,cty,4.0L V-8 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Seat Material']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
316,2015,Hyundai,['Elantra'],SE Sedan Automatic,North Hollywood,CA,"69,912","$8,200",Symphony Silver,Gray,28,38,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],"['1 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
317,2018,Honda,['Civic'],LX Sedan CVT,Los Angeles,CA,"29,701","$15,443",Crystal Black Pearl,Black,31,40,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
318,2017,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,Inglewood,CA,"37,498","$24,197",White,Silk Beige/Espresso Brown,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
319,2017,BMW,"['7', 'Series']",740i RWD,Los Angeles,CA,"51,935","$36,999",Ruby Black Metallic,Black,21,29,3.0L Inline-6 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
320,2014,Chevrolet,['Cruze'],LTZ Automatic,Venice,CA,"70,728","$10,990",Summit White,Cocoa/Light Neutral,26,38,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Front Heated Seats', 'Backup Camera', 'Moonroof', 'Premium Seat Material', 'Remote Engine Start', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
321,2017,Nissan,['Maxima'],3.5 S,Venice,CA,"15,240","$20,590",Coulis Red,Charcoal,21,30,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Remote Engine Start', 'Backup Camera', 'Navigation', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
322,2013,Toyota,['Avalon'],Limited,Venice,CA,"59,254","$15,990",Blue,Lt. Gray,21,31,3.5L V-6 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
323,2015,Toyota,['Corolla'],LE CVT,Venice,CA,"45,658","$12,990",Silver,Gray,29,38,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
324,2015,BMW,"['3', 'Series']",328i Sedan RWD,Inglewood,CA,"99,881","$12,999",Unknown,Unknown,23,35,2.0L Inline-4 Gas Turbocharged,Manual,RWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
325,2018,Kia,['Optima'],LX,Venice,CA,"39,515","$12,990",Sparkling Silver,Black,25,36,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Bluetooth', 'Blind Spot System', 'Parking Sensors']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
326,2019,Toyota,['Tacoma'],SR5 Double Cab 5' Bed V6 2WD Automatic,Venice,CA,"31,945","$28,990",Black,Other,19,24,3.5L V-6 Gas,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
327,2017,Hyundai,['Sonata'],Sport 2.4L,Venice,CA,"22,105","$13,990",Shale Gray Metallic,Gray,25,35,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Backup Camera', 'Moonroof', 'Front Heated Seats', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
328,2017,Toyota,['Tacoma'],TRD Pro Double Cab 5' Bed V6 4WD Automatic,Venice,CA,"18,093","$35,990",Gray,Gray,18,23,3.5L V-6 Gas,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
329,2017,Kia,['Forte'],LX Sedan Automatic,Venice,CA,"61,876","$9,990",Silky Silver,Black,29,38,2.0L Inline-4 Gas,Automatic,FWD,Gas,['Bluetooth'],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '3']",False
330,2017,Ford,['Fusion'],SE FWD,Venice,CA,"27,194","$12,990",Magnetic,Ebony,21,32,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Bluetooth', 'Multi-Zone Climate Control', 'Parking Sensors']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
331,2012,Honda,['Civic'],EX Sedan Automatic,Santa Monica,CA,"138,000","$7,069",White,Unknown,28,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],"['1 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
332,2017,Mercedes-Benz,['C-Class'],C 300 Coupe RWD,Encino,CA,"21,392","$28,497",Designo Cardinal Red Metallic,Silk Beige/Espresso Brown,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Remote Engine Start', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
333,2018,Porsche,['Macan'],S AWD,Los Angeles,CA,"34,076","$49,992",Black,Black,17,23,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Lane Keep Assist', 'Parking Sensors', 'Power Trunk/Liftgate', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
334,2019,Volvo,['XC40'],T5 Momentum AWD,Culver City,CA,"25,364","$33,041",Fusion Red Metallic,Charcoal,23,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
335,2019,Nissan,['Pathfinder'],SL FWD,Los Angeles,CA,"30,687","$22,980",Brilliant Silver Metallic,Charcoal,20,27,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Adaptive Cruise Control', 'Backup Camera', 'Bluetooth', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Third Row Seating', 'Multi-Zone Climate Control', 'Blind Spot System', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
336,2019,INFINITI,['Q50'],3.0t LUXE RWD,Venice,CA,"22,825","$25,990",Graphite Shadow,Graphite,20,29,3.0L V-6 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Backup Camera', 'Moonroof', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
337,2017,Lexus,['RX'],RX 350 FWD,Los Angeles,CA,"42,033","$30,480",Black,Black,20,27,3.5L V-6 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
338,2013,Nissan,['Altima'],2.5 S Coupe,Venice,CA,"6,244","$14,590",Pearl White,Beige,23,32,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Premium Seat Material']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
339,2014,Audi,['S8'],Sedan,Venice,CA,"69,956","$33,990",Phantom Black Pearl Effect,Black,15,26,4.0L V-8 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Blind Spot System', 'Parking Sensors', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
340,2008,Toyota,['4Runner'],Sport V6 RWD,Sherman Oaks,CA,"159,077","$11,995",Black,Dark Charcoal,16,21,4.0L V-6 Gas,Automatic,RWD,Gas,[],"['1 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
341,2015,Honda,['CR-V'],EX FWD,Los Angeles,CA,"45,998","$16,300",Urban Titanium Metallic,Black,27,34,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Bluetooth', 'Moonroof', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
342,2013,Lexus,['LS'],LS 460 RWD,Venice,CA,"77,088","$24,990",Silver,Black,16,24,4.6L V-8 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Backup Camera', 'Moonroof', 'Navigation', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
343,2009,INFINITI,['M'],M35 RWD,Venice,CA,"50,636","$12,990",Black Obsidian,Lt. Gray,17,25,3.5L V-6 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Front Cooled Seats', 'Bluetooth', 'Moonroof', 'Front Heated Seats', 'Multi-Zone Climate Control']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
344,2018,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,Inglewood,CA,"32,774","$25,920",Designo Diamond White Metallic,Black,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Remote Engine Start', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
345,2019,Mercedes-Benz,['GLA'],GLA 250 FWD,Santa Monica,CA,"40,019","$23,461",Polar White,Black,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Navigation', 'Remote Engine Start', 'Backup Camera', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
346,2020,Toyota,['4Runner'],SR5 4WD,Venice,CA,"25,298","$34,990",Silver,Black,16,19,4.0L V-6 Gas,Automatic,4WD,Gas,[],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
347,2012,Toyota,['Prius'],Plug-in Hybrid Advanced,Venice,CA,"103,182","$12,990",Blue,Dk. Gray,51,49,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
348,2015,Nissan,['Sentra'],S CVT,Los Angeles,CA,"11,813","$10,480",Brilliant Silver,Charcoal,29,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,['Bluetooth'],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
349,2013,Toyota,['Prius'],Plug-in Hybrid Advanced,Venice,CA,"50,311","$13,990",Gray,Gray,51,49,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,[],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
350,2018,Audi,['A3'],Premium Sedan 2.0 FWD,Santa Monica,CA,"22,420","$22,392",Brilliant Black,Black,26,35,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Front Heated Seats', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
351,2018,Genesis,['G80'],3.8L RWD,Venice,CA,"14,950","$26,990",White,Beige,19,27,3.8L V-6 Gas,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
352,2015,Audi,['A3'],Premium Sedan 2.0T quattro,Venice,CA,"50,626","$15,990",Gray,Brown,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
353,2012,Mercedes-Benz,['S-Class'],S 550 4MATIC Sedan,Venice,CA,"65,929","$25,990",Palladium Silver Metallic,Black,15,24,4.6L V-8 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Bluetooth', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
354,2019,Hyundai,['Elantra'],SEL 2.0L Automatic,Los Angeles,CA,"35,059","$11,999",Lakeside Blue,Gray,28,37,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Blind Spot System', 'Backup Camera', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
355,2013,Land,"['Rover', 'Range', 'Rover']",SC,Venice,CA,"21,497","$42,990",Barolo Black Metallic,Black,13,19,5.0L V-8 Gas Supercharged,Automatic,4WD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Parking Sensors', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
356,2014,Toyota,['Prius'],Plug-in Hybrid Advanced,Venice,CA,"47,027","$14,990",Gray,Gray,51,49,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,[],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
357,2014,Toyota,['Prius'],Plug-in Hybrid Advanced,Venice,CA,"73,766","$13,990",Gray,Dk. Gray,51,49,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
358,2013,Toyota,"['Prius', 'v']",Two,Los Angeles,CA,"123,335","$9,499",Blizzard Pearl,Bisque,44,40,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
359,2018,Honda,['Accord'],LX 1.5T CVT,Sherman Oaks,CA,"55,041","$16,797",Gray,Unknown,30,38,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Adaptive Cruise Control', 'Backup Camera', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
360,2018,Nissan,['Rogue'],S FWD,Los Angeles,CA,"76,609","$12,399",Gun Metallic,Charcoal,26,33,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Navigation', 'Backup Camera', 'Blind Spot System', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
361,2016,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,Santa Monica,CA,"39,539","$22,026",White,Beige,25,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,[],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
362,2018,Toyota,['Camry'],LE I4 Automatic,Marina Del Rey,CA,"21,915","$18,788",Super White,Unknown,28,39,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Lane Keep Assist', 'Bluetooth', 'Adaptive Cruise Control', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
363,2012,Mitsubishi,['i-MiEV'],SE,Venice,CA,"6,504","$9,590",White,Brown,126,99,L - Electric,Automatic,RWD,Electric,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
364,2018,Mercedes-Benz,['CLA'],CLA 250 FWD,Inglewood,CA,"24,009","$24,225",Night Black,Black,24,37,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Remote Engine Start', 'Backup Camera', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['1 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
365,2014,Lexus,['ES'],ES 300h,Santa Monica,CA,"101,854","$14,493",Obsidian,Parchment,40,39,2.5L Inline-4 Hybrid,Automatic,FWD,Hybrid,"['Premium Wheels', 'Premium Seat Material', 'Bluetooth', 'Moonroof', 'Multi-Zone Climate Control']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
366,2018,Audi,['Q5'],Premium Plus,Santa Monica,CA,"12,107","$35,892",Ibis White,Black,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Blind Spot System', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
367,2019,Cadillac,['XT5'],Premium Luxury FWD,Beverly Hills,CA,"36,120","$29,694",Radiant Silver Metallic,Jet Black,19,26,3.6L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
368,2011,Mercedes-Benz,['E-Class'],E 350 4MATIC Luxury Sedan,Venice,CA,"73,001","$16,590",Blue,Beige,17,24,3.5L V-6 Gas,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
369,2017,Toyota,['Prius'],Two,North Hollywood,CA,"128,145","$11,995",Silver,Gray,54,50,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,[],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
370,2017,Mercedes-Benz,['GLE'],GLE 350 SUV RWD,Inglewood,CA,"36,508","$30,275",Black,Black,18,23,3.5L V-6 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Backup Camera', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
371,2017,Mercedes-Benz,['S-Class'],S 550 Sedan RWD,Los Angeles,CA,"49,792","$51,999",Black,Black,18,26,4.6L V-8 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Blind Spot System', 'Parking Sensors', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
372,2013,Lexus,['CT'],CT 200h,Venice,CA,"54,655","$14,990",Black,Black,43,40,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,"['Premium Wheels', 'Premium Seat Material', 'Bluetooth', 'Moonroof', 'Multi-Zone Climate Control']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
373,2016,Cadillac,['Escalade'],ESV Platinum RWD,Sherman Oaks,CA,"31,938","$48,995",Black Raven,Jet Black With Jet Black Accents,15,22,6.2L V-8 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Parking Sensors', 'Tow Hitch', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
374,2016,BMW,['X3'],xDrive28i AWD,Van Nuys,CA,"93,003","$14,988",Tan,Black,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Bluetooth', 'Power Trunk/Liftgate', 'Multi-Zone Climate Control']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '3']",False
375,2018,MINI,['Hardtop'],Oxford Edition,Santa Monica,CA,"24,600","$18,499",Midnight Black Metallic,Carbon Black,28,38,1.5L Inline-3 Gas Turbocharged,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
376,2017,Audi,['A3'],Premium Sedan 2.0 TFSI FWD,Santa Monica,CA,"35,014","$18,893",Nano Gray Metallic,Black,26,35,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Front Heated Seats', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
377,2014,Lexus,['RX'],RX 350 AWD,Venice,CA,"100,135","$17,990",White,Beige,18,24,3.5L V-6 Gas,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
378,2012,Mercedes-Benz,['SLK'],SLK 350 Roadster,Venice,CA,"54,804","$20,990",Pearl Beige Metallic,Sahara Beige,20,29,3.5L V-6 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Bluetooth', 'Premium Seat Material']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
379,2018,Porsche,['Cayenne'],AWD,Los Angeles,CA,"30,656","$47,494",Moonlight Blue Metallic,Black,18,24,3.6L V-6 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Navigation', 'Multi-Zone Climate Control', 'Bluetooth', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
380,2015,BMW,"['7', 'Series']",750Li RWD,Venice,CA,"42,999","$30,990",White,Black,16,25,4.4L V-8 Gas Turbocharged,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
381,2012,Chevrolet,['Equinox'],LTZ AWD,Venice,CA,"61,280","$13,990",Black Granite Metallic,Light Titanium/Jet Black,20,29,2.4L Inline-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Parking Sensors', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
382,2017,Mercedes-Benz,['S-Class'],S 550 Sedan RWD,Inglewood,CA,"36,135","$49,995",Designo Diamond White Metallic,Black,18,26,4.6L V-8 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Blind Spot System', 'Parking Sensors', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
383,2012,Porsche,['Panamera'],Turbo S,Venice,CA,"21,603","$57,990",Black,Black,15,23,4.8L V-8 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
