,year,make,model,sub_model,city,state,mileage,price,exterior_color,interior_color,mpg_city,mpg_hwy,engine,transmission,drive_type,fuel_type,popular_feature,vehicle_history,cpo
2176,2018,Tesla,"['Model', '3']",Mid Range RWD,Santa Monica,CA,"23,500","$36,500",Black,Unknown,128,117,L - Electric,Automatic,RWD,Electric,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2177,2016,Maserati,['Ghibli'],S RWD,Santa Monica,CA,"21,895","$32,458",Silver,Black,16,24,3.0L V-6 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Backup Camera', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
2178,2015,BMW,"['3', 'Series']",328i Sedan,Venice,CA,"72,965","$15,990",Orion Silver Metallic,Venetian Beige/Excl. Stch,23,35,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2179,2015,Toyota,['Camry'],LE I4 Automatic,Venice,CA,"50,662","$13,990",Gray,Gray,25,35,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2180,2019,Honda,['Civic'],LX Sedan CVT,Los Angeles,CA,"20,984","$16,433",Modern Steel Metallic,Black,30,38,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Lane Keep Assist', 'Bluetooth', 'Adaptive Cruise Control', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
2181,2017,INFINITI,['QX70'],RWD,Sherman Oaks,CA,"22,853","$29,995",Black Obsidian,Wheat,17,24,3.7L V-6 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Premium Audio', 'Front Heated Seats', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2182,2017,Mercedes-Benz,['CLA'],CLA 250 4MATIC,Van Nuys,CA,"42,667","$22,995",Night Black,Black,23,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Bluetooth', 'Premium Seat Material', 'Backup Camera']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
2183,2014,BMW,"['3', 'Series']",335i Sedan,Venice,CA,"48,648","$21,990",Mineral White Metallic,Black,22,32,3.0L Inline-6 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Bluetooth', 'Moonroof', 'Multi-Zone Climate Control']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2184,2014,Nissan,['Murano'],SL FWD,Venice,CA,"67,254","$13,990",White,Beige,18,24,3.5L V-6 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '4']",False
2185,2014,Nissan,['LEAF'],S,Venice,CA,"49,466","$7,990",Brilliant Silver,Black,126,101,L - Electric,Automatic,FWD,Electric,"['Front Heated Seats', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '3']",False
2186,2013,INFINITI,['G'],G37x Sedan AWD Automatic,Venice,CA,"80,129","$14,590",Blue Slate,Graphite,18,25,3.7L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Front Heated Seats', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2187,2014,Ford,['Focus'],Titanium Sedan,Venice,CA,"24,199","$11,990",Sterling Gray Metallic,Charcoal Black W/Red,26,37,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Remote Engine Start', 'Backup Camera', 'Bluetooth', 'Premium Audio', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2188,2013,Lexus,['ES'],ES 350,Venice,CA,"42,298","$18,990",Nebula Gray Pearl,Black,21,31,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Moonroof']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
2189,2017,Nissan,['LEAF'],S,Venice,CA,"18,864","$11,990",Coulis Red,Black,124,101,L - Electric,Automatic,FWD,Electric,"['Front Heated Seats', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
2190,2018,Honda,['Civic'],LX Sedan CVT,Encino,CA,"48,051","$14,495",Grey,Black,31,40,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2191,2020,Subaru,['Outback'],2.5i Premium,Van Nuys,CA,"5,314","$25,900",Crystal Black Silica,Titanium Gray,26,33,2.5L Flat-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Moonroof', 'Navigation', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2192,2019,Nissan,['Altima'],SL FWD,Inglewood,CA,"26,072","$18,500",Brilliant Silver Metallic,Charcoal,28,39,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Parking Sensors', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2193,2018,Tesla,"['Model', '3']",Long Range Dual Motor,Los Angeles,CA,"19,321","$39,980",Black,Black,120,112,L - Electric,Automatic,AWD,Electric,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2194,2013,Toyota,['Yaris'],LE 5-Door Liftback Automatic,North Hollywood,CA,"77,805","$7,650",Gray,Black,30,36,1.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2195,2015,Mercedes-Benz,['E-Class'],E 350 4MATIC Luxury Sedan,Venice,CA,"51,425","$21,990",Black,Black,20,28,3.5L V-6 Gas,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2196,2018,Porsche,['Macan'],AWD,Inglewood,CA,"19,429","$41,529",Black,Black,20,25,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2197,2014,Nissan,['Altima'],2.5 SL,Venice,CA,"43,068","$12,990",Saharan Stone Metallic,Beige,27,38,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2198,2015,Jeep,['Wrangler'],Unlimited Sport,Venice,CA,"68,153","$25,990",Black Clearcoat,Black,16,21,3.6L V-6 Gas,Automatic,4WD,Gas,"['Premium Wheels', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2199,2019,Lexus,['NX'],NX 300 FWD,Los Angeles,CA,"5,337","$31,480",Gray,Black,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2200,2017,INFINITI,['Q50'],3.0t Premium RWD,Sherman Oaks,CA,"39,061","$23,995",Black Obsidian,Graphite,20,29,3.0L V-6 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Parking Sensors', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2201,2019,Toyota,['Camry'],SE Automatic,Venice,CA,"17,103","$19,990",Blue,Black,28,39,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2202,2013,Ford,['Edge'],SEL FWD,Los Angeles,CA,"79,901","$11,499",Tuxedo Black Metallic,Charcoal Black,19,27,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Parking Sensors', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
2203,2019,Chevrolet,['Camaro'],LT with 1LT Convertible,Inglewood,CA,"35,374","$21,950",Silver Ice Metallic,Jet Black,20,30,3.6L V-6 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Backup Camera', 'Remote Engine Start', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
2204,2012,Lexus,['ES'],ES 350,Venice,CA,"95,283","$13,990",Silver,Black,19,28,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Moonroof', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2205,2011,Lexus,['RX'],RX 350 FWD,Venice,CA,"91,013","$14,990",Matador Red Mica,Light Gray,18,25,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Premium Audio']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2206,2017,Tesla,"['Model', 'S']",90D AWD,Los Angeles,CA,"9,524","$56,480",Red Multi-Coat,Black,102,107,L - Electric,Automatic,AWD,Electric,"['Premium Wheels', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Parking Sensors', 'Moonroof', 'Navigation', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2207,2019,Mitsubishi,['Outlander'],SEL FWD,Marina Del Rey,CA,"28,213","$16,888",Mercury Gray Metallic,Unknown,25,30,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Third Row Seating', 'Blind Spot System', 'Bluetooth', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2208,2018,Nissan,['Sentra'],S CVT,Los Angeles,CA,"39,517","$11,550",Gun Metallic,Charcoal,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2209,2007,Mazda,['Mazda3'],i Sport 4-Door Automatic,Sherman Oaks,CA,"133,378","$4,895",Rally White,Beige,26,34,2.0L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2210,2015,Nissan,['Altima'],2.5 S,Venice,CA,"59,020","$13,590",Gun Metallic,Charcoal,27,38,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Remote Engine Start', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
2211,2020,GMC,['Terrain'],SLT FWD,Venice,CA,"4,639","$24,990",Quicksilver Metallic,Jet Black,26,30,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Remote Engine Start', 'Lane Keep Assist', 'Bluetooth', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2212,2014,Dodge,['Challenger'],SXT 100th Anniversary Appearance Group Automatic,Venice,CA,"7,518","$20,990",Bright White Clearcoat,Dark Slate Gray/Foundry B,18,27,3.6L V-6 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Parking Sensors', 'Premium Audio', 'Front Heated Seats', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2213,2018,Honda,['Accord'],Sport 1.5T CVT,Santa Monica,CA,"26,039","$21,371",Lunar Silver Metallic,Black,29,35,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Adaptive Cruise Control', 'Backup Camera', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
2214,2018,Mazda,['Mazda3'],Touring 5-Door Automatic,Los Angeles,CA,"42,659","$14,900",Jet Black Mica,Black,27,36,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Blind Spot System', 'Bluetooth', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2215,2020,Subaru,['Forester'],2.5i Premium,Van Nuys,CA,"3,267","$26,000",Ice Silver Metallic,Black,26,33,2.5L Flat-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Moonroof', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
2216,2013,Nissan,['370Z'],Touring Roadster Manual,Venice,CA,"26,260","$24,990",Midnight Blue Metllic,Gray,17,24,3.7L V-6 Gas,Manual,RWD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Backup Camera', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2217,2015,Mercedes-Benz,['S-Class'],S 550 4MATIC Sedan,Venice,CA,"62,912","$40,590",Diamond Silver Metallic,Black,16,26,4.6L V-8 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Backup Camera', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2218,2013,Lexus,['RX'],RX 350 FWD,Venice,CA,"104,417","$16,990",Stargazer Black,Beige,18,25,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Bluetooth', 'Power Trunk/Liftgate', 'Multi-Zone Climate Control']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '4']",False
2219,2013,Hyundai,['Sonata'],SE 2.4L,Venice,CA,"73,580","$10,590",Harbor Gray Metallic,Gray,24,35,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2220,2013,BMW,"['3', 'Series']",ActiveHybrid 3 Sedan,Venice,CA,"82,300","$16,990",Gray,Black,25,33,3.0L Inline-6 Hybrid Turbocharged,Automatic,RWD,Hybrid,"['Premium Wheels', 'Premium Seat Material', 'Bluetooth', 'Moonroof', 'Multi-Zone Climate Control']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2221,2015,Lexus,['ES'],ES 350,Venice,CA,"92,302","$17,590",White,Black,21,31,3.5L V-6 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2222,2012,Acura,['TL'],FWD Automatic with Technology Package,Venice,CA,"91,612","$14,590",Bellanova White Pearl,Tan,20,29,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2223,2013,Hyundai,['Elantra'],GT Hatchback Automatic (PZEV),Venice,CA,"57,998","$9,990",Titanium Gray Metallic,Black,27,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2224,2018,Hyundai,['Elantra'],SEL 2.0L Sedan Automatic,Santa Monica,CA,"39,287","$12,991",Symphony Silver,Black,28,37,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Blind Spot System', 'Bluetooth', 'Multi-Zone Climate Control', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2225,2006,BMW,"['3', 'Series']",330Ci Convertible,Valley Village,CA,"167,800","$6,995",Silver Gray Metallic,Unknown,19,28,3.0L Inline-6 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Premium Audio', 'Multi-Zone Climate Control']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '0']",False
2226,2016,Honda,['Civic'],LX Sedan CVT,Los Angeles,CA,"27,576","$13,899",Crystal Black Pearl,Black,31,41,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2227,2019,Lexus,['NX'],NX 300 F Sport FWD,Venice,CA,"22,957","$29,590",Gray,Black,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2228,2011,Cadillac,['DTS'],Premium Collection,Venice,CA,"90,780","$12,990",Black Raven,Ebony,15,23,4.6L V-8 Gas,Automatic,FWD,Gas,"['Moonroof', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Blind Spot System', 'Parking Sensors', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Multi-Zone Climate Control', 'Lane Keep Assist']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2229,2012,Honda,['Accord'],LX Sedan I4 Automatic,Venice,CA,"70,446","$11,990",Gray,Black,23,34,2.4L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '6']",False
2230,2017,Lexus,['RX'],RX 350 FWD,Venice,CA,"47,275","$29,990",Black,Black,20,27,3.5L V-6 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2231,2019,Audi,"['RS', '5']",Sportback,Los Angeles,CA,"10,610","$71,992",Nardo Gray,Black / Red,17,26,2.9L V-6 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Blind Spot System', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2232,2018,Toyota,['Tacoma'],SR5 Double Cab 5' Bed V6 4WD Automatic,Venice,CA,"33,698","$30,990",White,Other,18,22,3.5L V-6 Gas,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2233,2018,Audi,['Q5'],Premium,Santa Monica,CA,"19,399","$33,992",Brilliant Black,Black,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
2234,2012,BMW,"['3', 'Series']",328i Convertible SULEV,Venice,CA,"52,080","$18,590",Jet Black,Black,18,28,3.0L Inline-6 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2235,2019,Nissan,['Sentra'],SV CVT,Los Angeles,CA,"9,833","$13,480",Fresh Powder,Charcoal,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
2236,2017,Honda,['Civic'],Touring Coupe CVT,Santa Monica,CA,"20,219","$19,293",Taffeta White,Black/Ivory,31,40,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
2237,2017,Honda,['Civic'],Sport Hatchback CVT,Sherman Oaks,CA,"22,563","$17,994",Sonic Gray Pearl,Unknown,30,36,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2238,2018,Toyota,['Corolla'],L CVT,Los Angeles,CA,"24,424","$11,999",Gray,Steel Gray,28,36,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Adaptive Cruise Control', 'Backup Camera', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2239,2011,Nissan,['LEAF'],SL,Venice,CA,"10,697","$8,990",Super Black,Light Grey,106,92,L - Electric,Automatic,FWD,Electric,"['Premium Wheels', 'Backup Camera', 'Navigation', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2240,2014,Mercedes-Benz,['CLS'],CLS 550 RWD,Venice,CA,"65,169","$26,990",Indium Gray Metallic,Black,18,27,4.6L V-8 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Parking Sensors', 'Moonroof', 'Navigation', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2241,2014,Audi,['S6'],Prestige Sedan,Santa Monica,CA,"101,168","$20,995",Phantom Black Pearl Effect,Brown,17,27,4.0L V-8 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Blind Spot System', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
